30dd,9,0,9
30de,9,0,9
30df,8,0,9
30e0,9,0,9
30e1,8,0,9
30e2,9,0,9
30e3,8,0,9
30e4,9,0,9
30e5,8,0,9
30e6,9,0,9
30e7,6,1,9
30e8,7,1,9
30e9,8,0,9
30ea,7,1,9
30eb,9,0,9
30ec,7,1,9
30ed,8,0,9
30ee,6,1,9
30ef,8,0,9
30f0,9,0,9
30f1,9,0,9
30f2,8,0,9
30f3,9,0,9
30f4,9,0,9
30f5,7,1,9
30f6,8,0,9
30fb,2,3,9
30fc,8,0,9
30fd,5,2,9
30fe,6,1,9
3231,9,0,9
3232,9,0,9
3239,9,0,9
32a4,9,0,9
32a5,9,0,9
32a6,9,0,9
32a7,9,0,9
32a8,9,0,9
3303,9,0,9
330d,9,0,9
3314,9,0,9
3318,8,0,9
3322,9,0,9
3323,9,0,9
3326,9,0,9
3327,8,0,9
332b,9,0,9
3336,9,0,9
333b,9,0,9
3349,7,1,9
334a,9,0,9
334d,9,0,9
3351,9,0,9
3357,9,0,9
337b,9,0,9
337c,9,0,9
337d,9,0,9
337e,9,0,9
338e,9,0,9
338f,8,0,9
339c,9,0,9
339d,9,0,9
339e,9,0,9
33a1,8,0,9
33c4,9,0,9
33cd,9,0,9
4e00,9,0,9
4e01,9,0,9
4e03,9,0,9
4e07,9,0,9
4e08,9,0,9
4e09,9,0,9
4e0a,9,0,9
4e0b,9,0,9
4e0d,9,0,9
4e0e,9,0,9
4e10,9,0,9
4e11,9,0,9
4e14,9,0,9
4e15,9,0,9
4e16,9,0,9
4e17,9,0,9
4e18,9,0,9
4e19,9,0,9
4e1e,9,0,9
4e21,9,0,9
4e26,9,0,9
4e2a,9,0,9
4e2d,9,0,9
4e31,9,0,9
4e32,9,0,9
4e36,4,2,9
4e38,9,0,9
4e39,9,0,9
4e3b,9,0,9
4e3c,9,0,9
4e3f,4,1,9
4e42,9,0,9
4e43,9,0,9
4e45,9,0,9
4e4b,9,0,9
4e4d,9,0,9
4e4e,9,0,9
4e4f,9,0,9
4e55,9,0,9
4e56,9,0,9
4e57,9,0,9
4e58,9,0,9
4e59,9,0,9
4e5d,9,0,9
4e5e,9,0,9
4e5f,9,0,9
4e62,9,0,9
4e71,9,0,9
4e73,9,0,9
4e7e,9,0,9
4e80,8,1,9
4e82,9,0,9
4e85,4,1,9
4e86,9,0,9
4e88,9,0,9
4e89,9,0,9
4e8a,9,0,9
4e8b,9,0,9
4e8c,9,0,9
4e8e,9,0,9
4e91,9,0,9
4e92,9,0,9
4e94,9,0,9
4e95,9,0,9
4e98,9,0,9
4e99,9,0,9
4e9b,9,0,9
4e9c,9,0,9
4e9e,9,0,9
4e9f,9,0,9
4ea0,9,0,9
4ea1,9,0,9
4ea2,9,0,9
4ea4,9,0,9
4ea5,9,0,9
4ea6,9,0,9
4ea8,9,0,9
4eab,9,0,9
4eac,9,0,9
4ead,9,0,9
4eae,9,0,9
4eb0,9,0,9
4eb3,9,0,9
4eb6,9,0,9
4eba,9,0,9
4ec0,9,0,9
4ec1,9,0,9
4ec2,9,0,9
4ec4,9,0,9
4ec6,9,0,9
4ec7,9,0,9
4eca,9,0,9
4ecb,9,0,9
4ecd,9,0,9
4ece,9,0,9
4ecf,9,0,9
4ed4,9,0,9
4ed5,9,0,9
4ed6,9,0,9
4ed7,9,0,9
4ed8,9,0,9
4ed9,9,0,9
4edd,9,0,9
4ede,9,0,9
4edf,9,0,9
4ee3,9,0,9
4ee4,9,0,9
4ee5,9,0,9
4eed,9,0,9
4eee,9,0,9
4ef0,9,0,9
4ef2,9,0,9
4ef6,9,0,9
4ef7,9,0,9
4efb,9,0,9
4f01,9,0,9
4f09,9,0,9
4f0a,9,0,9
4f0d,9,0,9
4f0e,9,0,9
4f0f,9,0,9
4f10,9,0,9
4f11,9,0,9
4f1a,9,0,9
4f1c,9,0,9
4f1d,9,0,9
4f2f,9,0,9
4f30,9,0,9
4f34,9,0,9
4f36,9,0,9
4f38,9,0,9
4f3a,9,0,9
4f3c,9,0,9
4f3d,9,0,9
4f43,9,0,9
4f46,9,0,9
4f47,9,0,9
4f4d,9,0,9
4f4e,9,0,9
4f4f,9,0,9
4f50,9,0,9
4f51,9,0,9
4f53,9,0,9
4f55,9,0,9
4f57,9,0,9
4f59,9,0,9
4f5a,9,0,9
4f5b,9,0,9
4f5c,9,0,9
4f5d,9,0,9
4f5e,9,0,9
4f69,9,0,9
4f6f,9,0,9
4f70,9,0,9
4f73,9,0,9
4f75,9,0,9
4f76,9,0,9
4f7b,9,0,9
4f7c,9,0,9
4f7f,9,0,9
4f83,9,0,9
4f86,9,0,9
4f88,9,0,9
4f8b,9,0,9
4f8d,9,0,9
4f8f,9,0,9
4f91,9,0,9
4f96,9,0,9
4f98,9,0,9
4f9b,9,0,9
4f9d,9,0,9
4fa0,9,0,9
4fa1,9,0,9
4fab,9,0,9
4fad,9,0,9
4fae,9,0,9
4faf,9,0,9
4fb5,9,0,9
4fb6,9,0,9
4fbf,9,0,9
4fc2,9,0,9
4fc3,9,0,9
4fc4,9,0,9
4fca,9,0,9
4fce,9,0,9
4fd0,9,0,9
4fd1,9,0,9
4fd4,9,0,9
4fd7,9,0,9
4fd8,9,0,9
4fda,9,0,9
4fdb,9,0,9
4fdd,9,0,9
4fdf,9,0,9
4fe1,9,0,9
4fe3,9,0,9
4fe4,9,0,9
4fe5,9,0,9
4fee,9,0,9
4fef,9,0,9
4ff3,9,0,9
4ff5,9,0,9
4ff6,9,0,9
4ff8,9,0,9
4ffa,9,0,9
4ffe,9,0,9
5005,9,0,9
5006,9,0,9
5009,9,0,9
500b,9,0,9
500d,9,0,9
500f,9,0,9
5011,9,0,9
5012,9,0,9
5014,9,0,9
5016,9,0,9
5019,9,0,9
501a,9,0,9
501f,9,0,9
5021,9,0,9
5023,9,0,9
5024,9,0,9
5025,9,0,9
5026,9,0,9
5028,9,0,9
5029,9,0,9
502a,9,0,9
502b,9,0,9
502c,9,0,9
502d,9,0,9
5036,9,0,9
5039,9,0,9
5043,9,0,9
5047,9,0,9
5048,9,0,9
5049,9,0,9
504f,9,0,9
5050,9,0,9
5055,9,0,9
5056,9,0,9
505a,9,0,9
505c,9,0,9
5065,9,0,9
506c,9,0,9
5072,9,0,9
5074,9,0,9
5075,9,0,9
5076,9,0,9
5078,9,0,9
507d,9,0,9
5080,9,0,9
5085,9,0,9
508d,9,0,9
5091,9,0,9
5098,9,0,9
5099,9,0,9
509a,9,0,9
50ac,9,0,9
50ad,9,0,9
50b2,9,0,9
50b3,9,0,9
50b4,9,0,9
50b5,9,0,9
50b7,9,0,9
50be,9,0,9
50c2,9,0,9
50c5,9,0,9
50c9,9,0,9
50ca,9,0,9
50cd,9,0,9
50cf,9,0,9
50d1,9,0,9
50d5,9,0,9
50d6,9,0,9
50da,9,0,9
50de,9,0,9
50e3,9,0,9
50e5,9,0,9
50e7,9,0,9
50ed,9,0,9
50ee,9,0,9
50f5,9,0,9
50f9,9,0,9
50fb,9,0,9
5100,9,0,9
5101,9,0,9
5102,9,0,9
5104,9,0,9
5109,9,0,9
5112,9,0,9
5114,9,0,9
5115,9,0,9
5116,9,0,9
5118,9,0,9
511a,9,0,9
511f,9,0,9
5121,9,0,9
512a,9,0,9
5132,9,0,9
5137,9,0,9
513a,9,0,9
513b,9,0,9
513c,9,0,9
513f,9,0,9
5140,9,0,9
5141,9,0,9
5143,9,0,9
5144,9,0,9
5145,9,0,9
5146,9,0,9
5147,9,0,9
5148,9,0,9
5149,9,0,9
514b,9,0,9
514c,9,0,9
514d,9,0,9
514e,9,0,9
5150,9,0,9
5152,9,0,9
5154,9,0,9
515a,9,0,9
515c,9,0,9
5162,9,0,9
5165,9,0,9
5168,9,0,9
5169,9,0,9
516a,9,0,9
516b,9,0,9
516c,9,0,9
516d,9,0,9
516e,9,0,9
5171,9,0,9
5175,9,0,9
5176,9,0,9
5177,9,0,9
5178,9,0,9
517c,9,0,9
5180,9,0,9
5182,9,0,9
5185,9,0,9
5186,9,0,9
5189,9,0,9
518a,9,0,9
518c,9,0,9
518d,9,0,9
518f,9,0,9
5190,9,0,9
5191,9,0,9
5192,9,0,9
5193,9,0,9
5195,9,0,9
5196,9,0,9
5197,9,0,9
5199,9,0,9
51a0,9,0,9
51a2,9,0,9
51a4,9,0,9
51a5,9,0,9
51a6,9,0,9
51a8,9,0,9
51a9,9,0,9
51aa,9,0,9
51ab,4,2,9
51ac,9,0,9
51b0,9,0,9
51b1,9,0,9
51b2,9,0,9
51b3,9,0,9
51b4,9,0,9
51b5,9,0,9
51b6,9,0,9
51b7,9,0,9
51bd,9,0,9
51c4,9,0,9
51c5,9,0,9
51c6,9,0,9
51c9,9,0,9
51cb,9,0,9
51cc,9,0,9
51cd,9,0,9
51d6,9,0,9
51db,9,0,9
51dc,9,0,9
51dd,9,0,9
51e0,9,0,9
51e1,9,0,9
51e6,9,0,9
51e7,9,0,9
51e9,9,0,9
51ea,9,0,9
51ed,9,0,9
51f0,9,0,9
51f1,9,0,9
51f5,9,0,9
51f6,9,0,9
51f8,9,0,9
51f9,9,0,9
51fa,9,0,9
51fd,9,0,9
51fe,9,0,9
5200,9,0,9
5203,9,0,9
5204,9,0,9
5206,9,0,9
5207,9,0,9
5208,9,0,9
520a,9,0,9
520b,9,0,9
520e,9,0,9
5211,9,0,9
5214,9,0,9
5217,9,0,9
521d,9,0,9
5224,9,0,9
5225,9,0,9
5227,9,0,9
5229,9,0,9
522a,9,0,9
522e,9,0,9
5230,9,0,9
5233,9,0,9
5236,9,0,9
5237,9,0,9
5238,9,0,9
5239,9,0,9
523a,9,0,9
523b,9,0,9
5243,9,0,9
5244,9,0,9
5247,9,0,9
524a,9,0,9
524b,9,0,9
524c,9,0,9
524d,9,0,9
524f,9,0,9
5254,9,0,9
5256,9,0,9
525b,9,0,9
525e,9,0,9
5263,9,0,9
5264,9,0,9
5265,9,0,9
5269,9,0,9
526a,9,0,9
526f,9,0,9
5270,9,0,9
5271,9,0,9
5272,9,0,9
5273,9,0,9
5274,9,0,9
5275,9,0,9
527d,9,0,9
527f,9,0,9
5283,9,0,9
5287,9,0,9
5288,9,0,9
5289,9,0,9
528d,9,0,9
5291,9,0,9
5292,9,0,9
5294,9,0,9
529b,9,0,9
529f,9,0,9
52a0,9,0,9
52a3,9,0,9
52a9,9,0,9
52aa,9,0,9
52ab,9,0,9
52ac,9,0,9
52ad,9,0,9
52b1,9,0,9
52b4,9,0,9
52b5,9,0,9
52b9,9,0,9
52bc,9,0,9
52be,9,0,9
52c1,9,0,9
52c3,9,0,9
52c5,9,0,9
52c7,9,0,9
52c9,9,0,9
52cd,9,0,9
52d2,9,0,9
52d5,9,0,9
52d7,9,0,9
52d8,9,0,9
52d9,9,0,9
52dd,9,0,9
52de,9,0,9
52df,9,0,9
52e0,9,0,9
52e2,9,0,9
52e3,9,0,9
52e4,9,0,9
52e6,9,0,9
52e7,9,0,9
52f2,9,0,9
52f3,9,0,9
52f5,9,0,9
52f8,9,0,9
52f9,9,0,9
52fa,9,0,9
52fe,9,0,9
52ff,9,0,9
5301,9,0,9
5302,9,0,9
5305,9,0,9
5306,9,0,9
5308,9,0,9
530d,9,0,9
530f,9,0,9
5310,9,0,9
5315,9,0,9
5316,9,0,9
5317,9,0,9
5319,9,0,9
531a,9,0,9
531d,9,0,9
5320,9,0,9
5321,9,0,9
5323,8,0,9
532a,9,0,9
532f,9,0,9
5331,9,0,9
5333,9,0,9
5338,9,0,9
5339,9,0,9
533a,9,0,9
533b,9,0,9
533f,9,0,9
5340,9,0,9
5341,9,0,9
5343,9,0,9
5345,9,0,9
5346,9,0,9
5347,9,0,9
5348,9,0,9
5349,9,0,9
534a,9,0,9
534d,9,0,9
5351,9,0,9
5352,9,0,9
5353,9,0,9
5354,9,0,9
5357,9,0,9
5358,9,0,9
535a,9,0,9
535c,4,3,9
535e,9,0,9
5360,9,0,9
5366,9,0,9
5369,6,1,9
536e,9,0,9
536f,9,0,9
5370,9,0,9
5371,9,0,9
5373,9,0,9
5374,9,0,9
5375,9,0,9
5377,9,0,9
5378,9,0,9
537b,9,0,9
537f,9,0,9
5382,9,0,9
5384,9,0,9
5396,9,0,9
5398,9,0,9
539a,9,0,9
539f,9,0,9
53a0,9,0,9
53a5,9,0,9
53a6,9,0,9
53a8,9,0,9
53a9,9,0,9
53ad,9,0,9
53ae,9,0,9
53b0,9,0,9
53b3,9,0,9
53b6,9,0,9
53bb,9,0,9
53c2,9,0,9
53c3,9,0,9
53c8,9,0,9
53c9,9,0,9
53ca,9,0,9
53cb,9,0,9
53cc,9,0,9
53cd,9,0,9
53ce,9,0,9
53d4,9,0,9
53d6,9,0,9
53d7,9,0,9
53d9,9,0,9
53db,9,0,9
53df,9,0,9
53e1,9,0,9
53e2,9,0,9
53e3,8,0,9
53e4,9,0,9
53e5,9,0,9
53e8,9,0,9
53e9,9,0,9
53ea,9,0,9
53eb,9,0,9
53ec,9,0,9
53ed,9,0,9
53ee,9,0,9
53ef,9,0,9
53f0,9,0,9
53f1,9,0,9
53f2,9,0,9
53f3,9,0,9
53f6,9,0,9
53f7,9,0,9
53f8,9,0,9
53fa,9,0,9
5401,9,0,9
5403,9,0,9
5404,9,0,9
5408,9,0,9
5409,9,0,9
540a,9,0,9
540b,9,0,9
540c,9,0,9
540d,9,0,9
540e,9,0,9
540f,9,0,9
5410,9,0,9
5411,9,0,9
541b,9,0,9
541d,9,0,9
541f,9,0,9
5420,9,0,9
5426,9,0,9
5429,9,0,9
542b,9,0,9
542c,9,0,9
542d,9,0,9
542e,9,0,9
5436,9,0,9
5438,9,0,9
5439,9,0,9
543b,9,0,9
543c,9,0,9
543d,9,0,9
543e,9,0,9
5440,9,0,9
5442,9,0,9
5446,9,0,9
5448,9,0,9
5449,9,0,9
544a,9,0,9
544e,9,0,9
5451,9,0,9
545f,9,0,9
5468,9,0,9
546a,9,0,9
5470,9,0,9
5471,9,0,9
5473,9,0,9
5475,9,0,9
5476,9,0,9
5477,9,0,9
547b,9,0,9
547c,9,0,9
547d,9,0,9
5480,9,0,9
5484,9,0,9
5486,9,0,9
548b,9,0,9
548c,9,0,9
548e,9,0,9
548f,9,0,9
5490,9,0,9
5492,9,0,9
54a2,9,0,9
54a4,9,0,9
54a5,9,0,9
54a8,9,0,9
54ab,9,0,9
54ac,9,0,9
54af,9,0,9
54b2,9,0,9
54b3,9,0,9
54b8,9,0,9
54bc,9,0,9
54bd,9,0,9
54be,9,0,9
54c0,9,0,9
54c1,9,0,9
54c2,9,0,9
54c4,9,0,9
54c7,9,0,9
54c8,9,0,9
54c9,9,0,9
54d8,9,0,9
54e1,9,0,9
54e2,9,0,9
54e5,9,0,9
54e6,9,0,9
54e8,9,0,9
54e9,9,0,9
54ed,9,0,9
54ee,9,0,9
54f2,9,0,9
54fa,9,0,9
54fd,9,0,9
5504,9,0,9
5506,9,0,9
5507,9,0,9
550f,9,0,9
5510,9,0,9
5514,9,0,9
5516,9,0,9
552e,9,0,9
552f,9,0,9
5531,9,0,9
5533,9,0,9
5538,9,0,9
5539,9,0,9
553e,9,0,9
5540,9,0,9
5544,9,0,9
5545,9,0,9
5546,9,0,9
554c,9,0,9
554f,9,0,9
5553,9,0,9
5556,9,0,9
5557,9,0,9
555c,9,0,9
555d,9,0,9
5563,9,0,9
557b,9,0,9
557c,9,0,9
557e,9,0,9
5580,9,0,9
5583,9,0,9
5584,9,0,9
5587,9,0,9
5589,9,0,9
558a,9,0,9
558b,9,0,9
5598,9,0,9
5599,9,0,9
559a,9,0,9
559c,9,0,9
559d,9,0,9
559e,9,0,9
559f,9,0,9
55a7,9,0,9
55a8,9,0,9
55a9,9,0,9
55aa,9,0,9
55ab,9,0,9
55ac,9,0,9
55ae,9,0,9
55b0,9,0,9
55b6,9,0,9
55c4,9,0,9
55c5,9,0,9
55c7,9,0,9
55d4,9,0,9
55da,9,0,9
55dc,9,0,9
55df,9,0,9
55e3,9,0,9
55e4,9,0,9
55f7,9,0,9
